userId,productId,productName,category,subcategory,price,action,timestamp
66bcb2a87ace238e8cdd5f40,663207d433f7e8cb27162c2f,Shaker Steel 750 ml - GymBeam,Fitness accessories,Shakers,6,added_to_cart,2025-01-22 12:41:11
66bcb2a87ace238e8cdd5f40,67601535b637cdbfbb2ae1b9,Glass food container 1050 ml - GymBeam,Bags & Backpacks,Bags & accessories for food,16.89,added_to_cart,2025-01-22 12:41:28
66bcb2a87ace238e8cdd5f40,663207d433f7e8cb27162c2f,Shaker Steel 750 ml - GymBeam,Fitness accessories,Shakers,6,purchased,2025-01-22 12:41:47
66bcb2a87ace238e8cdd5f40,67601535b637cdbfbb2ae1b9,Glass food container 1050 ml - GymBeam,Bags & Backpacks,Bags & accessories for food,16.89,purchased,2025-01-22 12:41:47
66a0f2c7a56de48f22d0ca08,663208a333f7e8cb27162c3f,Women Limitless High Waist Leggings Black,Clothes for women,Sport pants,25,added_to_favorite,2025-01-22 12:46:28
66a0f2c7a56de48f22d0ca08,6632059f33f7e8cb27162c14,Cropped Tshirt Serenety Beastpink Olivine,Clothes for women,T-Shirt,20,added_to_favorite,2025-01-22 12:46:30
66a0f2c7a56de48f22d0ca08,67601111b637cdbfbb2adebc,Women's Zipper Hoodie Black - GymBeam,Clothes for women,Hoodies,24.98,added_to_cart,2025-01-22 12:46:37
66a0f2c7a56de48f22d0ca08,67601111b637cdbfbb2adebc,Women's Zipper Hoodie Black - GymBeam,Clothes for women,Hoodies,24.98,purchased,2025-01-22 12:51:20
67601e67b682385a7b8c2be9,6760135cb637cdbfbb2adfd5,Adjustable Dumbbell 3-20kg - GymBeam,Workout home,Dumbbells,140.67,added_to_favorite,2025-01-22 12:53:40
67601e67b682385a7b8c2be9,676016f2b637cdbfbb2ae31f,Kettlebell Black - GymBeam,Workout home,Weights and dumbbells,35.89,added_to_favorite,2025-01-22 12:53:44
67601e67b682385a7b8c2be9,6760188ab637cdbfbb2ae389,Adjustable bench - GymBeam,Workout home,Home workouts & others,239.80,added_to_favorite,2025-01-22 12:53:48
67601e67b682385a7b8c2be9,6760135cb637cdbfbb2adfd5,Adjustable Dumbbell 3-20kg - GymBeam,Workout home,Dumbbells,140.67,added_to_cart,2025-01-22 12:54:46
67601e67b682385a7b8c2be9,676016f2b637cdbfbb2ae31f,Kettlebell Black - GymBeam,Workout home,Weights and dumbbells,35.89,added_to_cart,2025-01-22 12:54:48
67601e67b682385a7b8c2be9,6760188ab637cdbfbb2ae389,Adjustable bench - GymBeam,Workout home,Home workouts & others,239.80,added_to_cart,2025-01-22 12:54:50
67601e67b682385a7b8c2be9,6760135cb637cdbfbb2adfd5,Adjustable Dumbbell 3-20kg - GymBeam,Workout home,Dumbbells,140.67,purchased,2025-01-22 13:00:27
67601e78b682385a7b8c2bf8,6632083d33f7e8cb27162c37,Explorer Backpack Black,Bags & Backpacks,Backpacks,50,added_to_cart,2025-01-22 13:02:39
67601e78b682385a7b8c2bf8,6632080a33f7e8cb27162c33,Black Towel for Fitness,Fitness accessories,Towels,6,added_to_cart,2025-01-22 13:02:40
67601e78b682385a7b8c2bf8,6632083d33f7e8cb27162c37,Explorer Backpack Black,Bags & Backpacks,Backpacks,50,purchased,2025-01-22 13:02:55
67601e78b682385a7b8c2bf8,6632080a33f7e8cb27162c33,Black Towel for Fitness,Fitness accessories,Towels,6,purchased,2025-01-22 13:02:55
67601e89b682385a7b8c2c07,6632083d33f7e8cb27162c37,Explorer Backpack Black,Bags & Backpacks,Backpacks,50,added_to_favorite,2025-01-22 13:04:48
67601e89b682385a7b8c2c07,67600fd2b637cdbfbb2ade50,MERINO Beanie Black - STRIX,Clothes for women,Sports caps and hats,19.6,added_to_favorite,2025-01-22 13:04:52
67601e89b682385a7b8c2c07,663209ab33f7e8cb27162c53,Hoodie Zipper Hoodie Black - GymBeam,Clothes for men,Hoodies,30,added_to_favorite,2025-01-22 13:04:56
67601e89b682385a7b8c2c07,6632083d33f7e8cb27162c37,Explorer Backpack Black,Bags & Backpacks,Backpacks,50,added_to_cart,2025-01-22 13:05:57
67601e89b682385a7b8c2c07,663209ab33f7e8cb27162c53,Hoodie Zipper Hoodie Black - GymBeam,Clothes for men,Hoodies,30,added_to_cart,2025-01-22 13:05:58
67601e89b682385a7b8c2c07,67600fd2b637cdbfbb2ade50,MERINO Beanie Black - STRIX,Clothes for women,Sports caps and hats,19.6,added_to_cart,2025-01-22 13:05:59
67601e89b682385a7b8c2c07,6632083d33f7e8cb27162c37,Explorer Backpack Black,Bags & Backpacks,Backpacks,50,purchased,2025-01-22 13:06:13
67601e89b682385a7b8c2c07,663209ab33f7e8cb27162c53,Hoodie Zipper Hoodie Black - GymBeam,Clothes for men,Hoodies,30,purchased,2025-01-22 13:06:13
67601e89b682385a7b8c2c07,67600fd2b637cdbfbb2ade50,MERINO Beanie Black - STRIX,Clothes for women,Sports caps and hats,19.6,purchased,2025-01-22 13:06:13
67601e9fb682385a7b8c2c16,676012c0b637cdbfbb2adf87,Yoga Tape - Spokey,Workout home,Resistance bands and elastic bands,6.90,added_to_cart,2025-01-22 13:06:53
67601e9fb682385a7b8c2c16,6760176cb637cdbfbb2ae339,Medicine ball - GymBeam,Workout home,Weights and dumbbells,47.8,added_to_cart,2025-01-22 13:07:00
67601e9fb682385a7b8c2c16,6630bd3db1cb58b5e3f01a2e,Jump rope,Work home,Jump ropes,5,added_to_cart,2025-01-22 13:07:05
67601e9fb682385a7b8c2c16,676012c0b637cdbfbb2adf87,Yoga Tape - Spokey,Workout home,Resistance bands and elastic bands,6.90,purchased,2025-01-22 13:08:14
67601e9fb682385a7b8c2c16,6630bd3db1cb58b5e3f01a2e,Jump rope,Work home,Jump ropes,5,purchased,2025-01-22 13:08:14
67601e9fb682385a7b8c2c16,6632093e33f7e8cb27162c4c,Compression Tshirt Hg Armour Comp White Under Armour,Clothes for men,T-Shirt,25,added_to_cart,2025-01-22 20:27:01
67601e9fb682385a7b8c2c16,663209ab33f7e8cb27162c53,Hoodie Zipper Hoodie Black - GymBeam,Clothes for men,Hoodies,30,added_to_cart,2025-01-22 20:27:05
67601e9fb682385a7b8c2c16,6632086d33f7e8cb27162c3b,Compression Arm Sleeves Black,Accessory depending on the activity,Running,5,added_to_cart,2025-01-22 20:27:07
67601e9fb682385a7b8c2c16,6632093e33f7e8cb27162c4c,Compression Tshirt Hg Armour Comp White Under Armour,Clothes for men,T-Shirt,25,purchased,2025-01-22 20:27:13
67601e9fb682385a7b8c2c16,663209ab33f7e8cb27162c53,Hoodie Zipper Hoodie Black - GymBeam,Clothes for men,Hoodies,30,purchased,2025-01-22 20:27:13
67601e9fb682385a7b8c2c16,6632086d33f7e8cb27162c3b,Compression Arm Sleeves Black,Accessory depending on the activity,Running,5,purchased,2025-01-22 20:27:13
67601e9fb682385a7b8c2c16,663514684e95b9d4add29404,Boxing Gloves F6 Kara Red Rdx 7,Accessory depending on the activity,Contact sports,23.65,added_to_cart,2025-01-22 20:27:32
67601e9fb682385a7b8c2c16,663514684e95b9d4add29404,Boxing Gloves F6 Kara Red Rdx 7,Accessory depending on the activity,Contact sports,23.65,purchased,2025-01-22 20:27:41
66bcb2a87ace238e8cdd5f40,676014eab637cdbfbb2ae1ac,Digital kitchen scale - GymBeam,Bags & Backpacks,Bags & accessories for food,16.56,added_to_cart,2025-01-22 20:37:31
66bcb2a87ace238e8cdd5f40,676014eab637cdbfbb2ae1ac,Digital kitchen scale - GymBeam,Bags & Backpacks,Bags & accessories for food,16.56,purchased,2025-01-22 20:37:47
67601e67b682385a7b8c2be9,676014eab637cdbfbb2ae1ac,Digital kitchen scale - GymBeam,Bags & Backpacks,Bags & accessories for food,16.56,added_to_cart,2025-01-22 20:38:10
67601e67b682385a7b8c2be9,67601535b637cdbfbb2ae1b9,Glass food container 1050 ml - GymBeam,Bags & Backpacks,Bags & accessories for food,16.89,added_to_cart,2025-01-22 20:38:10
67601e67b682385a7b8c2be9,67601199b637cdbfbb2adf11,Nebula Stone Blue Shorts - STRIX,Clothes for men,Short pants,25.50,added_to_cart,2025-01-22 20:38:13
67601e67b682385a7b8c2be9,676014eab637cdbfbb2ae1ac,Digital kitchen scale - GymBeam,Bags & Backpacks,Bags & accessories for food,16.56,purchased,2025-01-22 20:38:19
67601e67b682385a7b8c2be9,67601535b637cdbfbb2ae1b9,Glass food container 1050 ml - GymBeam,Bags & Backpacks,Bags & accessories for food,16.89,purchased,2025-01-22 20:38:19
67601e67b682385a7b8c2be9,67601199b637cdbfbb2adf11,Nebula Stone Blue Shorts - STRIX,Clothes for men,Short pants,25.50,purchased,2025-01-22 20:38:19
66a0f2c7a56de48f22d0ca08,676014eab637cdbfbb2ae1ac,Digital kitchen scale - GymBeam,Bags & Backpacks,Bags & accessories for food,16.56,added_to_cart,2025-01-22 20:38:38
66a0f2c7a56de48f22d0ca08,67601287b637cdbfbb2adf7a,Booty Band Lime - Climaqx,Workout home,Resistance bands and elastic bands,20.99,added_to_cart,2025-01-22 20:38:40
66a0f2c7a56de48f22d0ca08,676013a3b637cdbfbb2adfe2,Dumbbell - Climaqx,Workout home,Dumbbells,154.99,added_to_cart,2025-01-22 20:38:40
66a0f2c7a56de48f22d0ca08,67601418b637cdbfbb2adffc,Competition Bumper Plate Weight - GymBeam,Workout home,Dumbbells,134.87,added_to_cart,2025-01-22 20:38:45
66a0f2c7a56de48f22d0ca08,676013ddb637cdbfbb2adfef,Eternal Power Olympic Bar - GymBeam,Workout home,Dumbbells,247.98,added_to_cart,2025-01-22 20:38:45
66a0f2c7a56de48f22d0ca08,6760188ab637cdbfbb2ae389,Adjustable bench - GymBeam,Workout home,Home workouts & others,239.80,added_to_cart,2025-01-22 20:38:48
66a0f2c7a56de48f22d0ca08,676014eab637cdbfbb2ae1ac,Digital kitchen scale - GymBeam,Bags & Backpacks,Bags & accessories for food,16.56,purchased,2025-01-22 20:38:55
66a0f2c7a56de48f22d0ca08,67601287b637cdbfbb2adf7a,Booty Band Lime - Climaqx,Workout home,Resistance bands and elastic bands,20.99,purchased,2025-01-22 20:38:55
66a0f2c7a56de48f22d0ca08,676013a3b637cdbfbb2adfe2,Dumbbell - Climaqx,Workout home,Dumbbells,154.99,purchased,2025-01-22 20:38:55
66a0f2c7a56de48f22d0ca08,67601418b637cdbfbb2adffc,Competition Bumper Plate Weight - GymBeam,Workout home,Dumbbells,134.87,purchased,2025-01-22 20:38:55
66a0f2c7a56de48f22d0ca08,676013ddb637cdbfbb2adfef,Eternal Power Olympic Bar - GymBeam,Workout home,Dumbbells,247.98,purchased,2025-01-22 20:38:55
66a0f2c7a56de48f22d0ca08,6760188ab637cdbfbb2ae389,Adjustable bench - GymBeam,Workout home,Home workouts & others,239.80,purchased,2025-01-22 20:38:55
67601e89b682385a7b8c2c07,67601199b637cdbfbb2adf11,Nebula Stone Blue Shorts - STRIX,Clothes for men,Short pants,25.50,added_to_cart,2025-01-22 20:39:11
67601e89b682385a7b8c2c07,676012e9b637cdbfbb2adf94,Resistance band with handles 5 kg - GymBeam,Workout home,Resistance bands and elastic bands,24.98,added_to_cart,2025-01-22 20:39:13
67601e89b682385a7b8c2c07,676013a3b637cdbfbb2adfe2,Dumbbell - Climaqx,Workout home,Dumbbells,154.99,added_to_cart,2025-01-22 20:39:14
67601e89b682385a7b8c2c07,676013ddb637cdbfbb2adfef,Eternal Power Olympic Bar - GymBeam,Workout home,Dumbbells,247.98,added_to_cart,2025-01-22 20:39:15
67601e89b682385a7b8c2c07,67601418b637cdbfbb2adffc,Competition Bumper Plate Weight - GymBeam,Workout home,Dumbbells,134.87,added_to_cart,2025-01-22 20:39:17
67601e89b682385a7b8c2c07,67601199b637cdbfbb2adf11,Nebula Stone Blue Shorts - STRIX,Clothes for men,Short pants,25.50,purchased,2025-01-22 20:39:24
67601e89b682385a7b8c2c07,676012e9b637cdbfbb2adf94,Resistance band with handles 5 kg - GymBeam,Workout home,Resistance bands and elastic bands,24.98,purchased,2025-01-22 20:39:24
67601e89b682385a7b8c2c07,676013a3b637cdbfbb2adfe2,Dumbbell - Climaqx,Workout home,Dumbbells,154.99,purchased,2025-01-22 20:39:24
67601e89b682385a7b8c2c07,676013ddb637cdbfbb2adfef,Eternal Power Olympic Bar - GymBeam,Workout home,Dumbbells,247.98,purchased,2025-01-22 20:39:24
